iter	Logloss	Accuracy
232	0.1337172343	0.9619301926
233	0.1337169107	0.9619301926
234	0.1337139323	0.9619301926
235	0.1337129839	0.9619301926
236	0.1335495304	0.9618539004
237	0.1334014768	0.9619683387
238	0.1333641218	0.9620446309
239	0.133326388	0.9620446309
240	0.1333221226	0.9620446309
241	0.133320535	0.962082777
242	0.1332016402	0.9622735075
243	0.1330985235	0.9621590692
244	0.1330563924	0.9621590692
245	0.1330369211	0.9621590692
246	0.1330281827	0.9621972153
247	0.133026285	0.9621972153
248	0.133024603	0.9621590692
249	0.1326870016	0.9621590692
250	0.1326067415	0.9625023841
251	0.1322156059	0.9625405302
252	0.1322006796	0.9625405302
253	0.1321101468	0.962464238
254	0.1320939594	0.9623879458
255	0.1318701566	0.9624260919
256	0.1317155339	0.9625786763
257	0.1316998377	0.9625405302
258	0.1316728602	0.9626549685
259	0.1316248343	0.9628075529
260	0.131609808	0.9627694068
261	0.1316053303	0.9626549685
262	0.131577683	0.9626549685
263	0.1315460631	0.9626931146
264	0.1315411959	0.9626549685
265	0.1314363009	0.962845699
266	0.1314124611	0.9628075529
267	0.1313598259	0.9627694068
268	0.1311347214	0.9627694068
269	0.1309106509	0.9627694068
270	0.1308320775	0.9627312607
271	0.1305875748	0.9630745756
272	0.1305350675	0.9631127217
273	0.1304898238	0.9630364295
274	0.1302610985	0.9630745756
275	0.1302313757	0.9631127217
276	0.1301896354	0.9630745756
277	0.1300928779	0.9630364295
278	0.1300729754	0.9630364295
279	0.1300411087	0.9630745756
280	0.1299831326	0.9631127217
281	0.1297490924	0.9631890139
282	0.1297327632	0.9632653061
283	0.1297143712	0.9631890139
284	0.1296777219	0.9631127217
285	0.1295682501	0.9633034522
286	0.1294579451	0.9633034522
287	0.1294086526	0.9633415983
288	0.1293725178	0.9634560366
289	0.129370393	0.9634560366
290	0.129285471	0.963608621
291	0.1292742445	0.963608621
292	0.1292587844	0.9636849132
293	0.1292472845	0.9636467671
294	0.1292446288	0.9636467671
295	0.1292197874	0.963608621
296	0.1291801845	0.9635323288
297	0.1291743206	0.9635323288
298	0.1291407377	0.963608621
299	0.1290915917	0.9636467671
300	0.1290011226	0.9637230593
301	0.1288728396	0.9637993515
302	0.1288604259	0.9637993515
303	0.1288504885	0.9637993515
304	0.1288048825	0.9637230593
305	0.128702963	0.9636467671
306	0.1286516678	0.9637612054
307	0.1286100182	0.9638374976
308	0.1286066104	0.9638374976
309	0.1286027267	0.9638374976
310	0.1286021941	0.9638374976
311	0.1285740543	0.9638756437
312	0.1285669774	0.9638756437
313	0.128500986	0.9638756437
314	0.1284950571	0.9638756437
315	0.1284399248	0.9639137898
316	0.1284198177	0.963990082
317	0.1284185588	0.963990082
318	0.1283628563	0.9641045203
319	0.1278023709	0.9640282281
320	0.1276664246	0.9641808125
321	0.1276575958	0.9641808125
322	0.1276063388	0.9641045203
323	0.1274906719	0.9640282281
324	0.1274868986	0.9640282281
325	0.1274110339	0.9640282281
326	0.1273658368	0.9640663742
327	0.1272304965	0.964371543
328	0.127202902	0.964371543
329	0.1271372226	0.9643333969
330	0.1270847622	0.9643333969
331	0.1270816219	0.9643333969
332	0.127035791	0.9643333969
333	0.1270038537	0.9643333969
334	0.1270017344	0.9643333969
335	0.1269609646	0.9644096891
336	0.1269344615	0.964371543
337	0.1266129796	0.9646004196
338	0.126589631	0.9647148579
339	0.1264308022	0.964753004
340	0.1264276265	0.964753004
341	0.1264159158	0.964753004
342	0.1263188792	0.9647911501
343	0.1261910062	0.9647911501
344	0.1260738564	0.9650200267
345	0.1259816669	0.9649437345
346	0.1259769359	0.9649055884
347	0.1259332881	0.9648674423
348	0.1259016491	0.9649055884
349	0.1258408336	0.9649818806
350	0.1257696875	0.9649055884
351	0.1257678983	0.9649055884
352	0.1257404198	0.9649818806
353	0.1257346803	0.9649818806
354	0.1257088075	0.9650581728
355	0.1256892782	0.9650581728
356	0.1256758709	0.9650200267
357	0.1256594776	0.9650581728
358	0.1256467246	0.9650581728
359	0.1255302796	0.9650963189
360	0.1255187104	0.9650581728
361	0.1254404408	0.9650581728
362	0.1254341018	0.9650581728
363	0.1254277098	0.9650581728
364	0.1254153582	0.9650581728
365	0.1254137973	0.9650963189
366	0.124991692	0.9652489033
367	0.1249159861	0.9652870494
368	0.1247103461	0.9655922182
369	0.1245277898	0.9656303643
370	0.1244755066	0.9656685104
371	0.1244038325	0.9655540721
372	0.1243230034	0.9657448026
373	0.1241640265	0.9656685104
374	0.1241606025	0.9656685104
375	0.1241574335	0.9656685104
376	0.1241127746	0.9657448026
377	0.1239416618	0.9657829487
378	0.1239317455	0.965897387
379	0.12367121	0.9660118253
380	0.1235061922	0.9659736792
381	0.1231436824	0.9658592409
382	0.1231084025	0.9658592409
383	0.122904947	0.9658592409
384	0.1228740839	0.9659355331
385	0.1226991575	0.9658210948
386	0.1226165666	0.9658592409
387	0.1225654791	0.9657448026
388	0.1225546819	0.9657448026
389	0.1224143507	0.9657066565
390	0.1222608728	0.965897387
391	0.1220880872	0.9659355331
392	0.1220632527	0.9659736792
393	0.1220467846	0.9660118253
394	0.1220363757	0.9660499714
395	0.1220185897	0.9660118253
396	0.1219370804	0.965897387
397	0.1219267972	0.965897387
398	0.1219184443	0.965897387
399	0.1218962545	0.9659736792
400	0.1218594104	0.9660881175
401	0.1218562944	0.9660881175
402	0.1218547465	0.9660881175
403	0.1218303325	0.9661644097
404	0.1217966851	0.9661644097
405	0.1217588215	0.9662407019
406	0.121649235	0.9660881175
407	0.1216448466	0.9661262636
408	0.1216427317	0.9661262636
409	0.1215525026	0.966278848
410	0.1215523492	0.966278848
411	0.1215505697	0.9663169941
412	0.121493832	0.9663932863
413	0.1214836837	0.9663932863
414	0.1214642602	0.9664695785
415	0.1214602963	0.9664314324
416	0.1214598131	0.9664314324
417	0.1214442078	0.9663551402
418	0.1213957474	0.9663932863
419	0.1213554725	0.9664695785
420	0.1213039586	0.9665458707
421	0.1212913515	0.9665458707
422	0.1212630181	0.966660309
423	0.1212541687	0.966660309
424	0.1212541289	0.966660309
425	0.1212504089	0.966660309
426	0.1212290417	0.9665840168
427	0.1212290093	0.9665840168
428	0.1212242168	0.9666221629
429	0.1212077295	0.9666221629
430	0.121201701	0.9665840168
431	0.1211851899	0.9666221629
432	0.1211482115	0.9666221629
433	0.1211477623	0.9665840168
434	0.121146334	0.9666221629
435	0.1211343887	0.9666221629
436	0.1211313745	0.966660309
437	0.1211141389	0.9666221629
438	0.1210096405	0.9665840168
439	0.1209850749	0.9665458707
440	0.1209818869	0.9665458707
441	0.1209559913	0.9665458707
442	0.1209288679	0.9665840168
443	0.1208869776	0.9665840168
444	0.1207780112	0.966660309
445	0.1207741423	0.966660309
446	0.1207535947	0.9667366012
447	0.1207520435	0.9667366012
448	0.1207500348	0.9667366012
449	0.1207438914	0.9667366012
450	0.1206657507	0.9667366012
451	0.1206329734	0.9668128934
452	0.1206277153	0.9667747473
453	0.1205698727	0.9667747473
454	0.1205604987	0.9667747473
455	0.1205561043	0.9667747473
456	0.1204289879	0.9667747473
457	0.1204059702	0.9667747473
458	0.1203831235	0.9667747473
459	0.1203815839	0.9667747473
460	0.1203251481	0.9666984551
461	0.1202417282	0.9667747473
462	0.1202042424	0.9667747473
463	0.120197212	0.9667747473
464	0.1201500138	0.9667366012
465	0.120127806	0.9667747473
466	0.1201158989	0.9667747473
467	0.1200809661	0.9668510395
468	0.1200732961	0.9668510395
469	0.1200339657	0.9668891856
470	0.1199489362	0.9670799161
471	0.1196456007	0.9671943544
472	0.1196184337	0.9673469388
473	0.1195819156	0.9672706466
474	0.1195562536	0.9671943544
475	0.1195525773	0.9671943544
476	0.1195001181	0.9671180622
477	0.1194710326	0.9671943544
478	0.1194651749	0.9672325005
479	0.1194231177	0.9671180622
480	0.1194211261	0.9671180622
481	0.1194115703	0.9671562083
482	0.1193332651	0.9671180622
483	0.1192903175	0.9671180622
484	0.1192483894	0.9670799161
485	0.1191792108	0.9671943544
486	0.1191621089	0.9671943544
487	0.1191547937	0.9671943544
488	0.1191503274	0.9672325005
489	0.1191438537	0.9671943544
490	0.1190943036	0.9671562083
491	0.1190860225	0.9671180622
492	0.1190361464	0.9671943544
493	0.1189569641	0.9671943544
494	0.1189535644	0.9671943544
495	0.1189526415	0.9671943544
496	0.1188606151	0.9672706466
497	0.1188073129	0.9673469388
498	0.1187858478	0.9673087927
499	0.1187812907	0.9673087927
500	0.1187713139	0.9673087927
501	0.1187415065	0.9671943544
502	0.118717458	0.9672325005
503	0.118695555	0.9672706466
504	0.118657969	0.9673087927
505	0.1186185366	0.9673087927
506	0.1185761836	0.9674995232
507	0.1185623696	0.9674613771
508	0.1185474375	0.9674613771
509	0.11854247	0.9674613771
510	0.11846314	0.9673850849
511	0.1184550392	0.967423231
512	0.1184446592	0.9674613771
513	0.1183266113	0.9676521076
514	0.1183255051	0.9676902537
515	0.1182556911	0.9676139615
516	0.1182542251	0.9676139615
517	0.1182351239	0.9676521076
518	0.1182333553	0.9676521076
519	0.1182104266	0.9675758154
520	0.1182001138	0.9675758154
521	0.1181932316	0.9675758154
522	0.118178937	0.9676139615
523	0.1178836496	0.9679954225
524	0.1178599404	0.9681098608
525	0.1178485255	0.9679954225
526	0.1178479134	0.9679954225
527	0.1178433406	0.9680717147
528	0.1177978144	0.9681480069
529	0.1177829607	0.9679572764
530	0.1177794	0.9679954225
531	0.1177098834	0.9679191303
532	0.1176807263	0.9679572764
533	0.1176677923	0.9679191303
534	0.1176642678	0.9679572764
535	0.1176536483	0.9679954225
536	0.1176474223	0.9679954225
537	0.1176465843	0.9679954225
538	0.117628978	0.9679572764
539	0.1176271298	0.9679954225
540	0.1176159216	0.9679954225
541	0.1176067645	0.9679572764
542	0.1176064156	0.9679572764
543	0.1173827765	0.9681098608
544	0.1171815414	0.9680335686
545	0.1170209175	0.9680717147
546	0.1170055431	0.9681098608
547	0.1170036255	0.9681480069
548	0.1170027491	0.9681480069
549	0.1169748667	0.9682242991
550	0.116971623	0.9682242991
551	0.1169601497	0.9681480069
552	0.1169571533	0.9683005913
553	0.1168646964	0.9683387374
554	0.1167541814	0.9682242991
555	0.1167477957	0.9683387374
556	0.1167281486	0.968186153
557	0.1166613637	0.9682624452
558	0.1166604465	0.9682624452
559	0.1166549436	0.9683005913
560	0.1166434434	0.9683005913
561	0.1166327695	0.9682624452
562	0.116555137	0.9682624452
563	0.1165149254	0.9683387374
564	0.1165139661	0.9683387374
565	0.1165109838	0.9683387374
566	0.1164808213	0.9683387374
567	0.1164748779	0.9682624452
568	0.1164612279	0.9682242991
569	0.1163782139	0.968186153
570	0.1163773037	0.968186153
571	0.1163381908	0.9682242991
572	0.1163339109	0.9682242991
573	0.1162998381	0.968186153
574	0.1162388985	0.968186153
575	0.116222029	0.968186153
576	0.1161975814	0.9682624452
577	0.1160359719	0.9681480069
578	0.1159885463	0.968186153
579	0.115972307	0.968186153
580	0.1159481714	0.9681098608
581	0.115924606	0.9680335686
582	0.1159037485	0.9680335686
583	0.115880574	0.9680717147
584	0.1158724509	0.9680717147
585	0.115866273	0.9681098608
586	0.1158106251	0.9681480069
587	0.1157908715	0.9681480069
588	0.1156453108	0.9682624452
589	0.1156344233	0.9682242991
590	0.1154892629	0.9683768835
591	0.115488605	0.9683768835
592	0.1152906792	0.9685294679
593	0.1152639502	0.9685294679
594	0.1150715607	0.9685294679
595	0.1150641575	0.9685294679
596	0.1150385695	0.968567614
597	0.1150359086	0.968567614
598	0.1150299856	0.968567614
599	0.1150068725	0.968567614
600	0.1149840408	0.9685294679
601	0.1149679833	0.968567614
602	0.1149587751	0.968567614
603	0.1148637426	0.9686439062
604	0.114859996	0.9686439062
605	0.1145332755	0.9687201984
606	0.1142976718	0.9686820523
607	0.1141759847	0.9686820523
608	0.1141731709	0.9687201984
609	0.1139873045	0.9686820523
610	0.1139825591	0.9686820523
611	0.1139729983	0.9687964906
612	0.1139570105	0.9688727828
613	0.1139160124	0.9688727828
614	0.113882846	0.9688727828
615	0.113822491	0.9688346367
616	0.1137991131	0.9688727828
617	0.1137783025	0.9688346367
618	0.113772735	0.9688346367
619	0.1137707189	0.9688346367
620	0.1137551236	0.9689109289
621	0.1137546463	0.9689109289
622	0.1137133592	0.968949075
623	0.113711676	0.9689872211
624	0.1136772003	0.9688727828
625	0.1136638814	0.9689109289
626	0.113658417	0.9688727828
627	0.1135663279	0.968949075
628	0.1133972303	0.9690253672
629	0.1133862022	0.9689872211
630	0.1133814509	0.968949075
631	0.1133254839	0.9689109289
632	0.1132640148	0.9688346367
633	0.113200955	0.9689872211
634	0.1131913051	0.9689872211
635	0.1131476324	0.9688346367
636	0.1129210219	0.9687964906
637	0.1129045671	0.968949075
638	0.1127677742	0.9691016594
639	0.1127425785	0.9691016594
640	0.1127098206	0.9691016594
641	0.1126365059	0.9690635133
642	0.112630272	0.9690635133
643	0.1125768249	0.9691779516
644	0.1124560583	0.9691398055
645	0.1124487828	0.9691398055
646	0.1124330833	0.9690635133
647	0.112422985	0.9691398055
648	0.1123861787	0.9692160977
649	0.11238512	0.9692160977
650	0.1123430676	0.9692542438
651	0.1122824107	0.9692542438
652	0.1121149744	0.9692542438
653	0.1120345972	0.9692160977
654	0.1119980544	0.9691779516
655	0.1119859998	0.9692923899
656	0.1119615395	0.9694068282
657	0.1118877389	0.9694068282
658	0.1117674456	0.9693686821
659	0.1115119111	0.9694831204
660	0.1114943369	0.9694831204
661	0.1114825702	0.9694831204
662	0.1114798664	0.9694831204
663	0.1114731224	0.9694831204
664	0.1114700487	0.9694831204
665	0.1114663935	0.9694831204
666	0.1114277055	0.9695212665
667	0.1114204893	0.9695594126
668	0.1114139621	0.9695212665
669	0.1114106117	0.9695212665
670	0.1114083743	0.9695594126
671	0.1114028047	0.9695594126
672	0.1114002594	0.9695594126
673	0.1113928499	0.9695594126
674	0.1113917007	0.9695594126
675	0.1113855613	0.9695975586
676	0.111366178	0.9696738508
677	0.1113601551	0.9697119969
678	0.1113475171	0.969750143
679	0.11134349	0.9697119969
680	0.1113423012	0.9696738508
681	0.1112666574	0.9696738508
682	0.1112503375	0.9697119969
683	0.1112471965	0.9697119969
684	0.1111746686	0.9696738508
685	0.1110680633	0.969750143
686	0.1110620466	0.9697119969
687	0.1110515883	0.969750143
688	0.1110370636	0.9697119969
689	0.1110183936	0.9697119969
690	0.1110094325	0.9697119969
691	0.1110084437	0.9697119969
692	0.1109961306	0.9696738508
693	0.1109925129	0.9696738508
694	0.1109838324	0.9696738508
695	0.1109821771	0.9696357047
696	0.1109174692	0.9696357047
697	0.1109140262	0.9696357047
698	0.11087564	0.9697882891
699	0.1108649485	0.9698645813
700	0.1108584315	0.9698645813
701	0.1108504529	0.9697882891
702	0.1108370933	0.969750143
703	0.1108319693	0.969750143
704	0.1107104843	0.9697119969
705	0.1106492925	0.9699027274
706	0.1105632214	0.9698645813
707	0.1105626259	0.9698645813
708	0.1105565649	0.9698645813
709	0.1105282678	0.9697882891
710	0.1104317668	0.9698264352
711	0.1104300605	0.9698264352
712	0.1103899381	0.9698264352
713	0.110380225	0.9698264352
714	0.1103781312	0.9698264352
715	0.1103230348	0.9697882891
716	0.1099954569	0.9699408735
717	0.1099943992	0.9699408735
718	0.1099917173	0.9699408735
719	0.1099647974	0.9700553118
720	0.1099171868	0.9702078962
721	0.1099146138	0.9702078962
722	0.109864474	0.9700553118
723	0.10979513	0.9700171657
724	0.1097803539	0.9700553118
725	0.1097729181	0.9700934579
726	0.109765142	0.9700934579
727	0.109732526	0.9700553118
728	0.1095798168	0.9702078962
729	0.1095536082	0.9702460423
730	0.1095404587	0.9703604806
731	0.1095392447	0.9703604806
732	0.1095300283	0.9703604806
733	0.1095200442	0.9703604806
734	0.1095106526	0.9703604806
735	0.1093951502	0.9704367728
736	0.1093835348	0.9703986267
737	0.10938017	0.9703986267
738	0.1093634981	0.970513065
739	0.1093506142	0.9704367728
740	0.1093489497	0.9703986267
741	0.1093419039	0.9704749189
742	0.1093186196	0.9704749189
743	0.1092917957	0.9704367728
744	0.1092079755	0.970513065
745	0.1091855138	0.9705512111
746	0.1091844067	0.9705512111
747	0.1091751796	0.9705512111
748	0.1091691711	0.9705512111
749	0.1091625779	0.9705512111
750	0.1091622262	0.9705893572
751	0.1091478844	0.970513065
752	0.1089585903	0.9705512111
753	0.1089456506	0.9705512111
754	0.1088560184	0.9707037955
755	0.1088350856	0.9707419416
756	0.108833483	0.9707419416
757	0.1088319773	0.9707419416
758	0.1088107623	0.9707037955
759	0.1088095264	0.9707037955
760	0.1087988267	0.9707800877
761	0.1087013548	0.9707800877
762	0.1087000542	0.9707419416
763	0.1086843335	0.9707037955
764	0.108680644	0.9707037955
765	0.1086786964	0.9707037955
766	0.1086254632	0.9707037955
767	0.1085084083	0.9706275033
768	0.1084978656	0.9706275033
769	0.1084594118	0.9706275033
770	0.1083090258	0.9708182338
771	0.1083068862	0.9708182338
772	0.1082676888	0.9708182338
773	0.1082674739	0.9708182338
774	0.1082647623	0.9708182338
775	0.1082634631	0.9708563799
776	0.1082632278	0.9708563799
777	0.1082594126	0.970894526
778	0.108256011	0.970894526
779	0.1081907522	0.970894526
780	0.1081219317	0.9709326721
781	0.1081192948	0.9709326721
782	0.1081173623	0.9709326721
783	0.1081154599	0.9709326721
784	0.1081056668	0.970894526
785	0.1080796349	0.9709326721
786	0.1080749641	0.9709326721
787	0.1080514401	0.9709326721
788	0.1080334691	0.9709708182
789	0.1080311555	0.9709708182
790	0.1080100232	0.9709326721
791	0.1079760602	0.9709708182
792	0.1079737777	0.9709708182
793	0.1079474888	0.9710471104
794	0.1079103713	0.9709708182
795	0.1079070074	0.9709708182
796	0.1078400927	0.9709326721
797	0.1077879833	0.9709708182
798	0.1077575435	0.970894526
799	0.107738758	0.9708182338
800	0.1076911475	0.9708182338
801	0.1076737174	0.9708563799
802	0.1076499367	0.970894526
803	0.1076012717	0.9710471104
804	0.1073059094	0.9710471104
805	0.1071960673	0.9710089643
806	0.1071500775	0.9710089643
807	0.1071399654	0.9709708182
808	0.1071367306	0.9709708182
809	0.1071210875	0.9709708182
810	0.1071043354	0.9710089643
811	0.1071010493	0.9710089643
812	0.1070992834	0.9710089643
813	0.1070969579	0.9710089643
814	0.1069854614	0.9710852565
815	0.1069842122	0.9710852565
816	0.1069801588	0.9710852565
817	0.1069740292	0.9710852565
818	0.1069586396	0.9710852565
819	0.1069568812	0.9710852565
820	0.1069565109	0.9710852565
821	0.1068758796	0.9711615487
822	0.1067197167	0.9710852565
823	0.1067130887	0.9711234026
824	0.106708767	0.9711234026
825	0.1067020085	0.9711615487
826	0.1066993207	0.9711996948
827	0.106695904	0.9711996948
828	0.1066695092	0.9711996948
829	0.1066449914	0.9711234026
830	0.1066132927	0.9710471104
831	0.1066082092	0.9710471104
832	0.1065673601	0.9709708182
833	0.1065481507	0.9710471104
834	0.1064581503	0.9710471104
835	0.1064114754	0.9711234026
836	0.1063650165	0.9710852565
837	0.1062544997	0.9711996948
838	0.1061761266	0.9711615487
839	0.1060508821	0.9713141331
840	0.1060487479	0.9712378409
841	0.1060484111	0.9712378409
842	0.1060282556	0.971275987
843	0.1060103032	0.9711996948
844	0.105909517	0.971275987
845	0.1058823246	0.9713522792
846	0.1058753461	0.9713904253
847	0.1058362473	0.9714285714
848	0.1057854751	0.9713904253
849	0.1057303605	0.9713522792
850	0.1057270826	0.9713141331
851	0.1057268785	0.9713141331
852	0.1057246893	0.9713522792
853	0.1056390711	0.9713904253
854	0.10562206	0.9714285714
855	0.1056122026	0.9715811558
856	0.1056024504	0.9715811558
857	0.105595371	0.9715430097
858	0.105464643	0.9716955941
859	0.1054292316	0.9717718863
860	0.1054170504	0.9716955941
861	0.105410335	0.9717337402
862	0.1052686444	0.9718481785
863	0.1052528391	0.9718481785
864	0.1052494293	0.9718863246
865	0.1052385931	0.9718863246
866	0.1052355886	0.9718481785
867	0.105227997	0.9718481785
868	0.1052143252	0.9718481785
869	0.1051123009	0.9718100324
870	0.1050546064	0.9718481785
871	0.1050460338	0.9718481785
872	0.1050197842	0.9719244707
873	0.1050183198	0.9719244707
874	0.1049872157	0.9719626168
875	0.1049867113	0.9719626168
876	0.1049829521	0.9720007629
877	0.1049709485	0.9721152012
878	0.1049681174	0.9721152012
879	0.1049083128	0.972038909
880	0.1048900748	0.972038909
881	0.1047352809	0.9721914934
882	0.1047317896	0.9721914934
883	0.1047297661	0.9721914934
