iter	Logloss	Accuracy
113	0.1587979504	0.9515925997
114	0.1587863926	0.9515925997
115	0.1587071803	0.9515544536
116	0.1586690322	0.9515925997
117	0.1586279015	0.9516688919
118	0.158625881	0.9516688919
119	0.1586249915	0.9516307458
120	0.1586128582	0.951707038
121	0.1584632972	0.9516307458
122	0.1584230999	0.9516307458
123	0.1584085631	0.9516688919
124	0.1583031836	0.9516688919
125	0.1582468969	0.9515163075
126	0.1582259997	0.9515163075
127	0.1582131759	0.9515544536
128	0.1581864267	0.9515544536
129	0.1581820311	0.9515925997
130	0.158160233	0.9515925997
131	0.1581183291	0.9515925997
132	0.1580981455	0.9516307458
133	0.1580704372	0.9516307458
134	0.1580170764	0.9516688919
135	0.158016995	0.9516688919
136	0.1580028499	0.9516688919
137	0.1578253461	0.9515925997
138	0.1578035616	0.9515925997
139	0.1576802619	0.9515925997
140	0.1576619979	0.9515544536
141	0.1575529519	0.9515925997
142	0.1575335808	0.9515925997
143	0.1574931836	0.9515925997
144	0.1574339231	0.9515544536
145	0.1574039218	0.9514781614
146	0.157394836	0.9514781614
147	0.1573789561	0.9515163075
148	0.1573118972	0.9515163075
149	0.1573034343	0.9515163075
150	0.1572958372	0.9515163075
151	0.157289399	0.9515544536
152	0.157278597	0.9515544536
153	0.1571081803	0.9515163075
154	0.1571079986	0.9515163075
155	0.1571030945	0.9515163075
156	0.1570330472	0.9514018692
157	0.1569481618	0.9515163075
158	0.1568784357	0.9514781614
159	0.1568717185	0.9514781614
160	0.1568461677	0.9515163075
161	0.1568208048	0.9514781614
162	0.1568008001	0.9515163075
163	0.1565306599	0.9517451841
164	0.1565285317	0.9517451841
165	0.1563893656	0.951707038
166	0.1563892631	0.951707038
167	0.156375973	0.9517833302
168	0.1563336572	0.9516307458
169	0.1562796424	0.9515925997
170	0.1561344157	0.9517451841
171	0.1560887698	0.9517833302
172	0.1560878858	0.9517833302
173	0.1560854889	0.9517833302
174	0.1560398099	0.9517833302
175	0.1559561232	0.9517833302
176	0.1559559738	0.9517833302
177	0.1559234941	0.951707038
178	0.1558948518	0.951707038
179	0.1558918407	0.951707038
180	0.1558410018	0.951707038
181	0.155827472	0.9517451841
182	0.1558274146	0.9517451841
183	0.1558031101	0.9517451841
184	0.1557989058	0.9517451841
185	0.1557988627	0.9517451841
186	0.1557635586	0.9517451841
187	0.1557504964	0.9517833302
188	0.155659411	0.9517451841
189	0.1556206156	0.9518214763
190	0.1556073734	0.9518214763
191	0.1555664306	0.9517833302
192	0.1555512549	0.9517833302
193	0.1554465878	0.9518214763
194	0.1554307161	0.9518214763
195	0.1553967179	0.9518214763
196	0.1553324967	0.9517833302
197	0.1553291023	0.9517833302
198	0.1553235279	0.951707038
199	0.1552415444	0.951707038
200	0.1552249182	0.951707038
201	0.155218871	0.9517451841
202	0.155186774	0.9517451841
203	0.1551730704	0.9517451841
204	0.1551219639	0.9517833302
205	0.1551181986	0.9517833302
206	0.1550829926	0.9518214763
207	0.1550415816	0.9517833302
208	0.1549707838	0.9517451841
209	0.1549579656	0.9517833302
210	0.1549351157	0.9518596224
211	0.154933621	0.9518214763
212	0.1548925327	0.9518214763
213	0.1548715617	0.9517451841
214	0.1548626478	0.9517451841
215	0.154825716	0.9517451841
216	0.1548147105	0.9517833302
217	0.1548090792	0.9518214763
218	0.1547895088	0.9517833302
219	0.154779332	0.9517833302
220	0.1547562148	0.9517833302
221	0.1546982956	0.9518596224
222	0.1546860262	0.9518596224
223	0.1546116514	0.9518596224
224	0.1545516146	0.9518214763
225	0.1545346302	0.9518596224
226	0.1544761098	0.9518596224
227	0.1543724565	0.9519359146
228	0.1542631155	0.9519740607
229	0.1542470885	0.9520122068
230	0.1541658082	0.9519740607
231	0.1541538843	0.9519740607
232	0.1541317694	0.9518977685
233	0.1541016174	0.9519740607
234	0.1540478311	0.9520122068
235	0.1540437238	0.9520122068
236	0.1540350808	0.9520503529
237	0.1540219937	0.9520503529
238	0.1539377693	0.952088499
239	0.1539367885	0.952088499
240	0.1539288079	0.952088499
241	0.1539249529	0.952088499
242	0.1537431565	0.9522410833
243	0.1537188256	0.9522029372
244	0.1536927087	0.9522410833
245	0.1536781613	0.9522410833
246	0.1536698761	0.9522029372
247	0.1536456222	0.9522029372
248	0.1536109346	0.9522029372
249	0.1536030448	0.9522029372
250	0.1536009293	0.9522029372
251	0.1535732167	0.9522410833
252	0.1535539721	0.9521647912
253	0.1535053481	0.9521647912
254	0.1534647866	0.9522792294
255	0.1533903747	0.9524318138
256	0.1533867524	0.9524318138
257	0.1533388025	0.9524318138
258	0.1533262175	0.9523936677
259	0.1533196321	0.9524318138
260	0.1533087743	0.9524699599
261	0.1532980839	0.9524699599
262	0.1532738962	0.9525462521
263	0.1532591784	0.9525462521
264	0.1532399153	0.9525462521
265	0.1532263955	0.9525462521
266	0.1532025908	0.9525843982
267	0.1531958415	0.9526225443
268	0.153192346	0.9526225443
269	0.1531793331	0.9525843982
270	0.1530256161	0.9526606904
271	0.1529778438	0.9526988365
272	0.1529678647	0.9527369826
273	0.152954646	0.9527369826
274	0.1528908678	0.9526988365
275	0.1528780917	0.9527369826
276	0.15286917	0.9527369826
277	0.1528320315	0.9527369826
278	0.1528295547	0.9527369826
279	0.1528097075	0.9527369826
280	0.152777252	0.9526606904
281	0.1527334598	0.9525843982
282	0.1526989212	0.9526225443
283	0.152693489	0.9526225443
284	0.1526610381	0.9526988365
285	0.1526456934	0.9526988365
286	0.1525904033	0.9527369826
287	0.1525857725	0.9527369826
288	0.1525752274	0.9527369826
289	0.1525681112	0.9527369826
290	0.1525445984	0.9527369826
291	0.1525131376	0.9527369826
292	0.1525032242	0.9527369826
293	0.1524939398	0.9527751287
294	0.1524732753	0.9527369826
295	0.1524656476	0.9527751287
296	0.152437605	0.9527751287
297	0.1524341801	0.9527751287
298	0.1524292173	0.9528132748
299	0.1523984035	0.9528132748
300	0.1523959761	0.9528132748
301	0.1523953599	0.9528132748
302	0.1523581416	0.9528132748
303	0.15230307	0.9528514209
304	0.1522724276	0.9528514209
305	0.1522676375	0.9528514209
306	0.1522366249	0.952889567
307	0.1521695603	0.952889567
308	0.1521641923	0.9528514209
309	0.1521346983	0.952889567
310	0.152035745	0.952889567
311	0.1520034835	0.952889567
312	0.151992162	0.952889567
313	0.1519795459	0.952889567
314	0.1519067298	0.9530040053
315	0.1519038208	0.9530421514
316	0.1518860575	0.9530040053
317	0.1518124212	0.9529658592
318	0.1517794059	0.9529658592
319	0.1517235794	0.9530802975
320	0.1517205245	0.9530802975
321	0.1516878957	0.9531184436
322	0.1516328538	0.9531184436
323	0.1516211115	0.9531565897
324	0.1516158773	0.9531565897
325	0.151577959	0.9531184436
326	0.1515610147	0.9531184436
327	0.1515176572	0.9531947358
328	0.1515087998	0.9532328819
329	0.1514914556	0.9531947358
330	0.1514598942	0.9531947358
331	0.1514149779	0.9531565897
332	0.1513349885	0.9531184436
333	0.1513320058	0.9531184436
334	0.1513226501	0.9531565897
335	0.1513145221	0.9531184436
336	0.1513084407	0.9531565897
337	0.1512981573	0.9531565897
338	0.151295953	0.9531947358
339	0.1512927402	0.9531947358
340	0.1512920965	0.9531947358
341	0.1512830207	0.9531565897
342	0.1512816232	0.9531565897
343	0.1512198691	0.9531947358
344	0.1511977888	0.9531565897
345	0.1511942414	0.9531565897
346	0.1511726365	0.9531565897
347	0.1511612216	0.9531565897
348	0.1511561374	0.9531565897
349	0.1511559384	0.9531565897
350	0.1511442544	0.9532328819
351	0.1511369	0.9532328819
352	0.1511170598	0.9532328819
353	0.151116245	0.9532328819
354	0.1511139283	0.9532328819
355	0.1510499995	0.9531947358
356	0.1510311862	0.9532328819
357	0.1509167556	0.9534236124
358	0.1509077598	0.9534236124
359	0.150901427	0.9534236124
360	0.1508329129	0.9535380507
361	0.1507656132	0.9536143429
362	0.1507430165	0.9536143429
363	0.1507392526	0.9536143429
364	0.1507331755	0.9536143429
365	0.1507272268	0.9536143429
366	0.1506475826	0.953652489
367	0.1506404783	0.953652489
368	0.1506353323	0.953652489
369	0.1506342017	0.953652489
370	0.1505944642	0.9536143429
371	0.150537894	0.953652489
372	0.1505204165	0.953652489
373	0.1504816096	0.9536143429
374	0.1504571674	0.953652489
375	0.1504062939	0.9535761968
376	0.1503881963	0.9535761968
377	0.1503574284	0.953652489
378	0.1503490581	0.953652489
379	0.1503322532	0.953652489
380	0.1503311513	0.9536143429
381	0.1503054975	0.953652489
382	0.1503048141	0.953652489
383	0.1502631129	0.9535761968
384	0.1502588761	0.9535761968
385	0.1502009074	0.9536906351
386	0.1501904866	0.9537669273
387	0.1501896154	0.9537669273
388	0.1501747963	0.9537669273
389	0.1501375896	0.9536143429
390	0.1501284165	0.9535761968
391	0.1500567459	0.9537669273
392	0.150051367	0.9537669273
393	0.1499887534	0.9538050734
394	0.1499726604	0.9538050734
395	0.1499631017	0.9538050734
396	0.1499461928	0.9538432195
397	0.149929967	0.9538432195
398	0.1499031372	0.9538813656
399	0.1498966638	0.9539576578
400	0.1498578626	0.9539958039
401	0.1498546404	0.9539576578
402	0.1498072395	0.9541102422
403	0.1498046171	0.9541102422
404	0.1497519981	0.9541102422
405	0.1496707642	0.9542628266
406	0.1496636416	0.9542246805
407	0.1496517819	0.9541865344
408	0.1496233414	0.9542628266
409	0.14959992	0.9543009727
410	0.1495479809	0.9543009727
411	0.1495378878	0.9543391188
412	0.1494614274	0.9543391188
413	0.1494296551	0.9543391188
414	0.1494147144	0.9543772649
415	0.1493995514	0.954415411
416	0.1493947196	0.954415411
417	0.1493700091	0.9543772649
418	0.1493634058	0.9543391188
419	0.1493552937	0.9543391188
420	0.1493492302	0.9543391188
421	0.1493428352	0.9543772649
422	0.1493329799	0.9543391188
423	0.1493263752	0.9543772649
424	0.1492923525	0.954415411
425	0.1492902102	0.954415411
426	0.1492761654	0.9544535571
427	0.1492722091	0.9544535571
428	0.1492714994	0.9544535571
429	0.1492566446	0.9544535571
430	0.149241541	0.9545679954
431	0.1491697474	0.9544535571
432	0.1491298593	0.9544917032
433	0.1491064654	0.9545679954
434	0.1490800336	0.9546061415
435	0.1490350861	0.9547587259
436	0.1490259514	0.954796872
437	0.1489730261	0.9549113103
438	0.1489629577	0.9548731642
439	0.1489524498	0.9548731642
440	0.1489511514	0.9548731642
441	0.1489466927	0.9548731642
442	0.1489293611	0.954796872
443	0.1489279017	0.9548350181
444	0.1488917551	0.9548350181
445	0.1488782051	0.954796872
446	0.1488657854	0.954796872
447	0.1488585933	0.9547205798
448	0.1488061212	0.9547205798
449	0.1487853856	0.954796872
450	0.1486870762	0.9549113103
451	0.1486577499	0.9548731642
452	0.1486375034	0.9548350181
453	0.1486351467	0.9548350181
454	0.1486244181	0.954796872
455	0.148623444	0.954796872
456	0.1486057092	0.954796872
457	0.1485853614	0.9549113103
458	0.1485818305	0.9549113103
459	0.1485415568	0.9549494564
460	0.1485171566	0.9549494564
461	0.1484972095	0.9549494564
462	0.1484568578	0.9550638947
463	0.1484382568	0.9550638947
464	0.1484357844	0.9550257486
465	0.1484337829	0.9550257486
466	0.1484329266	0.9550257486
467	0.1484311271	0.9550257486
468	0.1484172198	0.9550638947
469	0.1483879222	0.9551401869
470	0.1483847119	0.9551401869
471	0.1483813052	0.9551401869
472	0.1483800288	0.9551401869
473	0.1483798366	0.9551401869
474	0.1483782866	0.9551401869
475	0.1483510346	0.9552164791
476	0.1483027187	0.9552164791
477	0.1483009592	0.9552164791
478	0.1483006785	0.9552164791
479	0.1482964912	0.9552546252
480	0.1482951604	0.9552546252
481	0.1482935269	0.9552546252
482	0.1482925786	0.9552546252
483	0.1482860444	0.9552546252
484	0.1482297364	0.9552546252
485	0.1482166344	0.9552546252
486	0.1482159335	0.9552546252
487	0.1481984623	0.9552164791
488	0.1481922609	0.9552164791
489	0.1481707652	0.955178333
490	0.1481698556	0.9552164791
491	0.1481671774	0.955178333
492	0.1481657272	0.955178333
493	0.1481539526	0.955178333
494	0.1481360728	0.955178333
495	0.148129249	0.955178333
496	0.1481289598	0.955178333
497	0.1481020467	0.9552164791
498	0.1481003765	0.9552546252
499	0.1480875731	0.9552546252
500	0.1480851412	0.9552546252
501	0.1480516159	0.9552927713
502	0.1480500795	0.9552927713
503	0.1480492465	0.9552927713
504	0.1480257457	0.9552927713
505	0.1480252299	0.9552927713
506	0.1480191897	0.9552927713
507	0.148016156	0.9552927713
508	0.1480087484	0.9553309174
509	0.1480079461	0.9553309174
510	0.147977161	0.9553309174
511	0.1479704227	0.9553309174
512	0.1479699822	0.9553309174
513	0.147908278	0.9553690635
514	0.1479021204	0.9553690635
515	0.1478845394	0.9554453557
516	0.1478828657	0.9554453557
517	0.1478331073	0.9555216479
518	0.1477907288	0.9555979401
519	0.1477720114	0.9555216479
520	0.1477421463	0.9555216479
521	0.1477411844	0.9555216479
522	0.1477392193	0.9555216479
523	0.147738708	0.9555216479
524	0.1477364534	0.9555216479
525	0.1477357217	0.9555216479
526	0.1477348674	0.9555216479
527	0.1477286586	0.955559794
528	0.1477003332	0.9555979401
529	0.1476831448	0.9555216479
530	0.1476757103	0.955559794
531	0.1476667941	0.955559794
532	0.1476222421	0.9555979401
533	0.1476212743	0.9555979401
534	0.1475939057	0.9557505245
535	0.1475291175	0.9557505245
536	0.1474801762	0.9557505245
537	0.1474722651	0.9557505245
538	0.1474522413	0.9557505245
539	0.1474519782	0.9557505245
540	0.147447823	0.9557505245
541	0.1474426857	0.9557505245
542	0.147393382	0.9558268167
543	0.1473878683	0.9558649628
544	0.1473642156	0.9557886706
545	0.1473572672	0.9557886706
546	0.1473275928	0.9559794011
547	0.1473029601	0.955941255
548	0.147290566	0.9559031089
549	0.1472788782	0.9558649628
550	0.1472517052	0.9558649628
551	0.1472446153	0.9558268167
552	0.1472350276	0.9558268167
553	0.1472348513	0.9558268167
554	0.1472319668	0.9558649628
555	0.1472307974	0.9558649628
556	0.1472299057	0.9558649628
557	0.1472280834	0.9558649628
558	0.1472251229	0.9558649628
559	0.1471913617	0.955941255
560	0.1471911302	0.955941255
561	0.1471762024	0.9559794011
562	0.1471725067	0.9559794011
563	0.1471684888	0.9559794011
564	0.1471681606	0.9559794011
565	0.1471089154	0.9560175472
566	0.1470815322	0.9560175472
567	0.1470794271	0.9560175472
568	0.1470793116	0.9560175472
569	0.147018373	0.9560175472
570	0.1469916541	0.9560175472
571	0.1469845149	0.9560175472
572	0.1469781237	0.9560175472
573	0.1469586627	0.9560938394
574	0.1469486426	0.9560556933
575	0.1469097297	0.9560175472
576	0.1469057607	0.9560175472
577	0.1468904539	0.9559794011
578	0.1468648406	0.9559794011
579	0.1468645235	0.9559794011
580	0.1468286423	0.9560175472
581	0.1468181989	0.9560175472
582	0.1467936873	0.9560556933
583	0.1467924589	0.9560556933
584	0.1467815829	0.9560556933
585	0.1467771873	0.9560556933
586	0.1467676331	0.9561319855
587	0.1467627221	0.9561319855
588	0.1467616089	0.9561319855
589	0.1467347741	0.9561319855
590	0.1467335325	0.9561319855
591	0.1467332959	0.9561319855
592	0.1467279768	0.9561319855
593	0.1466941808	0.9560938394
594	0.1466928329	0.9560938394
595	0.14669157	0.9560938394
596	0.1466909952	0.9560938394
597	0.1466841198	0.9561319855
598	0.1466681475	0.9560938394
599	0.1466670181	0.9560938394
600	0.1466656092	0.9561319855
601	0.1466649464	0.9561319855
602	0.1466386551	0.9561319855
603	0.1466333692	0.9561319855
604	0.1465604974	0.9561701316
605	0.1465490815	0.9561701316
606	0.1465488243	0.9561701316
607	0.1465024751	0.9562845699
608	0.1464657881	0.9562464238
609	0.1464595441	0.9562845699
610	0.1464518798	0.9562845699
611	0.1464514479	0.9562845699
612	0.1464500992	0.9562845699
613	0.1464391918	0.9562845699
614	0.1464296428	0.9562845699
615	0.1464136243	0.9562464238
616	0.1463859534	0.9563608621
617	0.1463751669	0.9563608621
618	0.146349729	0.9563608621
619	0.146335884	0.9563990082
620	0.1463279916	0.9563990082
621	0.1463272776	0.9563990082
622	0.1463256805	0.9563990082
623	0.1463254686	0.9563990082
624	0.1462709998	0.9563990082
625	0.1462701854	0.9563990082
626	0.146260848	0.9564371543
627	0.1462342783	0.9564371543
628	0.1462110752	0.9564371543
629	0.1462098349	0.9564371543
630	0.1462096202	0.9564371543
631	0.1462085833	0.9564371543
632	0.1462061672	0.9564371543
633	0.1462030923	0.9564371543
634	0.1462024739	0.9564371543
635	0.1461616278	0.9564371543
636	0.1461501173	0.9563990082
637	0.146149255	0.9564371543
638	0.1461485238	0.9564371543
639	0.1461338979	0.9564371543
640	0.1460925333	0.9564371543
641	0.1460755758	0.9564371543
642	0.1460430877	0.956322716
643	0.1460425304	0.956322716
644	0.146041355	0.956322716
645	0.1460411723	0.956322716
646	0.1460340505	0.956322716
647	0.1460169079	0.9563608621
648	0.1460012386	0.9562845699
649	0.1459651475	0.9562082777
650	0.1459323329	0.956322716
651	0.1459312585	0.956322716
652	0.1459293511	0.956322716
653	0.1458546777	0.9562845699
654	0.1458533912	0.9562845699
655	0.1458511815	0.9562464238
656	0.1458365401	0.956322716
657	0.1458265371	0.9563990082
658	0.1458183406	0.9564753004
659	0.1458149881	0.9564753004
660	0.1458135129	0.9564753004
661	0.1458099055	0.9564753004
662	0.1458030394	0.9563990082
663	0.1458026215	0.9563990082
664	0.1457981733	0.9563990082
665	0.1457820559	0.9563990082
666	0.1457646411	0.9564371543
667	0.1457567627	0.9564753004
668	0.1457515677	0.9564371543
669	0.1457422018	0.9564371543
670	0.1457408113	0.9564371543
671	0.145716387	0.9564371543
672	0.1457047544	0.9563990082
673	0.1457044616	0.9563990082
674	0.1456966226	0.9563990082
675	0.1456960273	0.9563990082
676	0.1456933508	0.9563990082
677	0.1456770266	0.9564753004
678	0.1456729855	0.9564753004
679	0.1456702221	0.9564753004
680	0.1456697051	0.9564753004
681	0.1456694812	0.9564753004
682	0.1456613956	0.9564753004
683	0.1456607392	0.9564753004
684	0.1456255476	0.9565134465
685	0.1456172001	0.9565515926
686	0.1456159648	0.9565515926
687	0.145612601	0.9565515926
688	0.1456071117	0.9565515926
689	0.1455799989	0.9566278848
690	0.1455682528	0.9565897387
691	0.1455488411	0.9565515926
692	0.1455325235	0.9565515926
693	0.1455070713	0.9565515926
694	0.1454961338	0.9565515926
695	0.1454956405	0.9565515926
696	0.1454946442	0.9565897387
697	0.1454867233	0.9566660309
698	0.1454856601	0.9566278848
699	0.1454848525	0.9566278848
700	0.1454826171	0.9566278848
701	0.1454802108	0.9566660309
702	0.1454750857	0.9566660309
703	0.1454749483	0.9566660309
704	0.1454731125	0.9566660309
705	0.1454586082	0.9566660309
706	0.1454572253	0.9566660309
707	0.1454383709	0.9566278848
708	0.1454376206	0.9566660309
709	0.145434732	0.956704177
710	0.1454320843	0.956704177
711	0.1454256067	0.956704177
712	0.1454243904	0.956704177
713	0.1453953355	0.9566660309
714	0.1453874959	0.9566660309
715	0.1453863069	0.9566660309
716	0.145361237	0.956704177
717	0.1453603388	0.956704177
718	0.1453567305	0.9566660309
719	0.1453413372	0.9567423231
720	0.1453408675	0.9567423231
721	0.1453402953	0.9567423231
722	0.1453306063	0.9567423231
723	0.145330431	0.9567423231
724	0.1453065232	0.956704177
725	0.1453027153	0.9567423231
726	0.1453025796	0.9567423231
727	0.145268621	0.9567423231
728	0.1452511272	0.9567804692
729	0.1452390644	0.9567423231
730	0.1452378383	0.9567423231
731	0.145236367	0.9567423231
732	0.1452360619	0.9567423231
733	0.1452238346	0.9567804692
734	0.1452013553	0.9567804692
735	0.1451608797	0.9569330536
736	0.1451429611	0.9569711997
737	0.1450965509	0.9568949075
738	0.1450943321	0.9568949075
739	0.1450939922	0.9568567614
740	0.1450597566	0.9568567614
741	0.1450586136	0.9568949075
742	0.1450250421	0.9569330536
743	0.1450226311	0.9569330536
744	0.1450097746	0.9569330536
745	0.1450086734	0.9569330536
746	0.1450069264	0.9569330536
747	0.14500606	0.9569330536
748	0.1449915908	0.9570093458
749	0.144987302	0.9570093458
750	0.1449869516	0.9570093458
751	0.1449850949	0.9570093458
752	0.1449802811	0.9570093458
753	0.144974433	0.9569711997
754	0.1449661194	0.9569330536
755	0.1449596693	0.9569330536
756	0.1449564822	0.9569330536
757	0.1449249968	0.9569330536
758	0.1449184186	0.9569330536
759	0.1449179522	0.9569330536
760	0.1449119149	0.9569330536
761	0.1449106868	0.9569330536
762	0.1449097726	0.9569330536
763	0.1448759447	0.9569330536
764	0.144845045	0.9568949075
765	0.1448370036	0.9569711997
766	0.1448360589	0.9569711997
767	0.1448074555	0.9570474919
768	0.1448072765	0.9570474919
769	0.1447969036	0.9569711997
770	0.1447903641	0.9570093458
771	0.1447483157	0.9571619302
772	0.1447348621	0.957085638
773	0.1447323208	0.957085638
774	0.1447321492	0.957085638
775	0.1447230215	0.9571237841
776	0.144720179	0.9571237841
777	0.1447072116	0.9570474919
778	0.1447024537	0.9570474919
779	0.1446964231	0.957085638
780	0.1446287468	0.9570093458
781	0.1446286201	0.9570093458
782	0.1446205062	0.9570093458
783	0.1446193353	0.9570093458
784	0.1445918958	0.9570474919
785	0.1445367802	0.9570093458
786	0.144517131	0.9569711997
787	0.1445165789	0.9569711997
788	0.144499949	0.9569711997
789	0.1444997338	0.9569711997
790	0.1444935685	0.9570093458
791	0.144492923	0.9570093458
792	0.1444640422	0.9570093458
793	0.1444411749	0.9570474919
794	0.1444336429	0.9570474919
795	0.1444319775	0.9570474919
796	0.1444276959	0.957085638
797	0.1444211692	0.9570474919
798	0.1444027415	0.9571237841
799	0.1444014804	0.9571237841
800	0.1443575233	0.9571237841
801	0.1443563046	0.9571619302
802	0.1443481817	0.957085638
803	0.1443435873	0.957085638
804	0.1443101505	0.9571237841
805	0.144301773	0.957085638
806	0.1442957392	0.9571237841
807	0.1442889353	0.957085638
808	0.1442877673	0.957085638
809	0.1442612336	0.9571619302
810	0.1442519732	0.9571619302
811	0.144251845	0.9572000763
812	0.1442517903	0.9572000763
813	0.1442510614	0.9572000763
814	0.144246163	0.9571619302
815	0.144244965	0.9571619302
816	0.144244186	0.9571619302
817	0.1442412884	0.9571619302
818	0.1442324978	0.9571619302
819	0.1442318179	0.9571619302
820	0.1442274692	0.9571619302
821	0.1442112803	0.9571619302
822	0.1441732866	0.9571619302
823	0.1441302672	0.9571237841
824	0.1441281035	0.9571237841
825	0.1441077419	0.9571619302
826	0.1441068262	0.9571619302
827	0.1440968287	0.9571237841
828	0.1440825543	0.9571619302
829	0.1440302946	0.9571619302
830	0.1440301957	0.9571619302
831	0.1440268518	0.9571619302
832	0.1440112818	0.9571237841
833	0.1439859312	0.9571619302
834	0.1439834361	0.9571619302
835	0.1439818885	0.9571619302
836	0.1439817565	0.9571619302
837	0.1439815495	0.9571619302
838	0.1439740323	0.9571619302
839	0.1439614281	0.9572000763
840	0.1439591822	0.9572000763
841	0.1439545952	0.9572000763
842	0.1439494867	0.9572000763
843	0.1439430144	0.9572000763
844	0.1439258305	0.9573526607
845	0.1439084694	0.9573526607
846	0.1439031067	0.9573526607
847	0.1438166965	0.9574289529
848	0.1438090401	0.957467099
849	0.143807477	0.957467099
850	0.1438055212	0.957467099
851	0.1438054859	0.957467099
852	0.1438031245	0.957467099
853	0.1438027545	0.957467099
854	0.1438008283	0.957467099
855	0.1438006747	0.957467099
856	0.1437954967	0.9574289529
857	0.143792657	0.9574289529
858	0.1437649008	0.9575052451
859	0.1437641234	0.9575052451
860	0.1437632065	0.9575052451
861	0.1437575523	0.9574289529
862	0.1437319173	0.957467099
863	0.1436563569	0.9573908068
864	0.1436528622	0.9573908068
865	0.1436519154	0.9573908068
866	0.1436516661	0.9573908068
867	0.1436516163	0.9573908068
868	0.1436502792	0.9573908068
869	0.14365008	0.9573908068
870	0.1436497622	0.9573908068
871	0.1436427834	0.9573908068
872	0.1436346534	0.9573908068
873	0.1436307958	0.9574289529
874	0.1436195935	0.9573145146
875	0.1435631208	0.9574289529
876	0.143558353	0.9574289529
877	0.1435444005	0.9573908068
878	0.1435440593	0.9573908068
879	0.1435244125	0.9574289529
880	0.1435238834	0.9574289529
881	0.1435227153	0.9574289529
882	0.1435222747	0.9574289529
883	0.143515222	0.9574289529
