iter	Logloss	Accuracy
884	0.143513961	0.9574289529
885	0.1435137731	0.9574289529
886	0.1435037266	0.9574289529
887	0.1434984973	0.9574289529
888	0.1434866196	0.9575052451
889	0.1434841989	0.9575052451
890	0.1434773034	0.9575433912
891	0.1434754584	0.9575433912
892	0.1434751892	0.9575433912
893	0.1434482202	0.9575052451
894	0.1434480521	0.9575052451
895	0.1434477393	0.9575052451
896	0.1434476081	0.9575052451
897	0.1434414489	0.957467099
898	0.14344135	0.957467099
899	0.1434212466	0.957467099
900	0.1434091561	0.957467099
901	0.1433886613	0.9575815373
902	0.1433865199	0.9575433912
903	0.143365342	0.9575815373
904	0.1433426406	0.9576196834
905	0.143338966	0.9576196834
906	0.1433251981	0.9576196834
907	0.1432941843	0.9576578295
908	0.1432733866	0.9576959756
909	0.1432725774	0.9576959756
910	0.1432636096	0.9576196834
911	0.1432628678	0.9576196834
912	0.1432569119	0.9576196834
913	0.1432098954	0.9576959756
914	0.1432088146	0.9576959756
915	0.143204957	0.9577341217
916	0.1432033591	0.9577722678
917	0.1431781795	0.9577341217
918	0.1431773649	0.9577341217
919	0.1431767431	0.9577341217
920	0.143175513	0.9577341217
921	0.143162812	0.9577341217
922	0.1431334133	0.9576959756
923	0.1431229339	0.9576578295
924	0.1431016837	0.9576578295
925	0.1430620679	0.9575433912
926	0.1430594181	0.9575052451
927	0.1430558349	0.9575433912
928	0.1430188699	0.9575815373
929	0.1430086266	0.9575815373
930	0.1429971544	0.9576196834
931	0.1429954928	0.9576578295
932	0.1429933193	0.9575815373
933	0.1429919021	0.9575815373
934	0.1429911228	0.9575815373
935	0.1429850931	0.9575433912
936	0.1429844848	0.9575433912
937	0.1429716546	0.9576196834
938	0.1429708106	0.9576196834
939	0.1429699048	0.9576196834
940	0.1429055241	0.9576578295
941	0.1428857404	0.9577341217
942	0.1428815475	0.9577341217
943	0.1428656321	0.9578104139
944	0.1428633637	0.9578104139
945	0.1428460835	0.95784856
946	0.1428401352	0.9578867061
947	0.1428360657	0.9578867061
948	0.1428347321	0.9578867061
949	0.1428204154	0.95784856
950	0.142819687	0.95784856
951	0.1428153521	0.95784856
952	0.1428143397	0.95784856
953	0.1428126458	0.95784856
954	0.1427967301	0.9578104139
955	0.1427966855	0.9578104139
956	0.1427937756	0.9578104139
957	0.1427885043	0.9578104139
958	0.1427856352	0.9578104139
959	0.1427592339	0.9576959756
960	0.1427457566	0.95784856
961	0.1427455844	0.95784856
962	0.1427454793	0.95784856
963	0.142734134	0.9577722678
964	0.1427337883	0.9577722678
965	0.1427319688	0.9577722678
966	0.142731702	0.9577722678
967	0.1427219346	0.9578104139
968	0.142716998	0.9578104139
969	0.1427130835	0.9578104139
970	0.1426901295	0.9577722678
971	0.1426871845	0.9577722678
972	0.1426839956	0.9577722678
973	0.1426735132	0.9578104139
974	0.1426730996	0.9578104139
975	0.1426647947	0.9578104139
976	0.1426611138	0.9578104139
977	0.1426505656	0.95784856
978	0.1426503112	0.95784856
979	0.1426370177	0.95784856
980	0.1426307284	0.9578867061
981	0.1426233791	0.9578867061
982	0.1426216626	0.9578867061
983	0.1426136888	0.9578867061
984	0.1425970101	0.95784856
985	0.1425787686	0.9579629983
986	0.1425614981	0.9578867061
987	0.1425611425	0.9578867061
988	0.1425494825	0.9578867061
989	0.14254875	0.9578867061
990	0.142546727	0.9578867061
991	0.1425463579	0.9578867061
992	0.1425458859	0.9578867061
993	0.1425397071	0.9578867061
994	0.142538463	0.9578867061
995	0.1425067491	0.9578104139
996	0.142496018	0.9578867061
997	0.1424893621	0.9578867061
998	0.1424828331	0.9578867061
999	0.1424790442	0.9578867061
